S.No,"Je suis un (e)","le revenue de votre famille","Vous disposez (plusieurs réponses possible)","vous êtes ","Etes vous motorisé?","combien de voitures disposez vous dans votre famille",Created at,Updated at,User id
635ab53356c68e002ab74b28,"Homme ","entre 3000 et 5000 dtn par mois ","un chauffage central ","propiétaire ","true ","2 ",Thu Oct 27 2022 17:43:31 GMT+0100 (Central European Standard Time),Thu Oct 27 2022 17:44:20 GMT+0100 (Central European Standard Time),634ab60680094f002a304f97
634d749a740817002a4e6948,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","2 ",Mon Oct 17 2022 16:28:26 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 16:28:37 GMT+0100 (Central European Standard Time),621a459c434532001f1524ec
63500eae117758002adeae8a,"Homme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","1 ",Wed Oct 19 2022 15:50:22 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 15:51:52 GMT+0100 (Central European Standard Time),626ac51e5a4754001ff98d8e
6374d0b9369b4f002a1ee4ca,"Homme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","locataire ","false ","aucune ",Wed Nov 16 2022 12:59:53 GMT+0100 (Central European Standard Time),Wed Nov 16 2022 13:00:38 GMT+0100 (Central European Standard Time),6373d1746e4427002b77670c
63500a56195edb002ae301b6,"Homme ",-,-,-,"false ",-,Wed Oct 19 2022 15:31:50 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 15:31:56 GMT+0100 (Central European Standard Time),6266933158da3b001e93c993
637497f324dd95002a67abdb,"Femme ","entre 1800 et 3000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Wed Nov 16 2022 08:57:39 GMT+0100 (Central European Standard Time),Wed Nov 16 2022 08:58:40 GMT+0100 (Central European Standard Time),62c349403317a600295b44d4
634d0916df5acd002af5a1cb,"Homme ","entre 650 et 1200 dtn par mois ","une machine a laver automatique ","locataire ","false ","aucune ",Mon Oct 17 2022 08:49:42 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 08:50:11 GMT+0100 (Central European Standard Time),628cc3f974e9ee002a0ca92d
634da1b5feb171002bdcbead,"Femme ","inferieur à 400 dtn par mois ","un sèche linge ","propiétaire ","false ","plus que 2 ",Mon Oct 17 2022 19:40:53 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 19:41:55 GMT+0100 (Central European Standard Time),63441eb4aba214001e4775fb
638247a1168860001f43b805,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Sat Nov 26 2022 18:06:41 GMT+0100 (Central European Standard Time),Sat Nov 26 2022 18:07:31 GMT+0100 (Central European Standard Time),638244dcd2bf800020f0c577
63825090d2bf800020f114e7,"Femme ","plus der 5000 dtn par mois ","un climatiseur ","locataire ","false ","1 ",Sat Nov 26 2022 18:44:48 GMT+0100 (Central European Standard Time),Sat Nov 26 2022 18:45:03 GMT+0100 (Central European Standard Time),63824e96d2bf800020f10ad6
635d6f49cb720d002a3e68ff,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Sat Oct 29 2022 19:22:01 GMT+0100 (Central European Standard Time),Sat Oct 29 2022 19:22:14 GMT+0100 (Central European Standard Time),635d6d2d383242002b664c4f
63a23a8dde542a001ec63d1d,"Homme ","inferieur à 400 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","aucune ",Tue Dec 20 2022 23:43:25 GMT+0100 (Central European Standard Time),Tue Dec 20 2022 23:44:34 GMT+0100 (Central European Standard Time),621faeef203e20001fc8d8e2
63515dd76d6572002a3ed5fc,"Homme ","plus der 5000 dtn par mois ","aucun ","propiétaire ","true ","aucune ",Thu Oct 20 2022 15:40:23 GMT+0100 (Central European Standard Time),Thu Oct 20 2022 15:40:47 GMT+0100 (Central European Standard Time),635135336d6572002a3d2a7d
635ee5219ccf6f002b127b22,"Homme ","entre 650 et 1200 dtn par mois ","une machine a laver semi automatique ","propiétaire ","true ","plus que 2 ",Sun Oct 30 2022 21:57:05 GMT+0100 (Central European Standard Time),Sun Oct 30 2022 21:58:03 GMT+0100 (Central European Standard Time),625da3ef1393d4001fae1829
6352ff06feb171002b075ac9,"Homme ","inferieur à 400 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Fri Oct 21 2022 21:20:22 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 21:21:36 GMT+0100 (Central European Standard Time),6352f917fd637f0029d35218
634d389a80094f002a443756,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Mon Oct 17 2022 12:12:26 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 12:12:44 GMT+0100 (Central European Standard Time),6209f6c3f75cbe001f0c0b34
636aa788715f58002ad2e8a2,"Femme ",-,"une machine a laver automatique ","propiétaire ","true ","1 ",Tue Nov 08 2022 20:01:28 GMT+0100 (Central European Standard Time),Tue Nov 08 2022 20:01:43 GMT+0100 (Central European Standard Time),636aa691966fa6002ac67098
634f0294740817002a5b0b74,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","true ","2 ",Tue Oct 18 2022 20:46:28 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 20:47:06 GMT+0100 (Central European Standard Time),6208158be1cc4f002abf0126
634f5f4afeb171002be91e2e,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","false ",-,Wed Oct 19 2022 03:22:02 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 03:22:21 GMT+0100 (Central European Standard Time),630fa51779cf5c001fe27044
634ca658d34855002afa06ef,"Homme ","entre 1000 et 1800 dtn par mois ","un climatiseur ","propiétaire ","false ","1 ",Mon Oct 17 2022 01:48:24 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 01:48:52 GMT+0100 (Central European Standard Time),629bd8a4212aef002b8700e5
637bea3fcda0b600207c29a5,"Femme ","plus der 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","aucune ",Mon Nov 21 2022 22:14:39 GMT+0100 (Central European Standard Time),Mon Nov 21 2022 22:15:04 GMT+0100 (Central European Standard Time),6232070c6d818c001e349180
6399614657b1d9002ac0f138,"Homme ","entre 1200 et 1800 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","2 ",Wed Dec 14 2022 06:38:14 GMT+0100 (Central European Standard Time),Wed Dec 14 2022 06:38:48 GMT+0100 (Central European Standard Time),639895f3a7cb0d002ad747ac
635cf301d35bcd002ae1829e,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Sat Oct 29 2022 10:31:45 GMT+0100 (Central European Standard Time),Sat Oct 29 2022 10:32:43 GMT+0100 (Central European Standard Time),635b92001d55c9002a414ff8
634d8f20117758002acb7386,"Homme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","locataire ","false ","plus que 2 ",Mon Oct 17 2022 18:21:36 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 18:22:41 GMT+0100 (Central European Standard Time),6219fe390cd88c0020df7664
639837c657b1d9002ab99abf,"Homme ","inferieur à 400 dtn par mois ","un climatiseur ","locataire ","true ","aucune ",Tue Dec 13 2022 09:28:54 GMT+0100 (Central European Standard Time),Tue Dec 13 2022 09:31:18 GMT+0100 (Central European Standard Time),620926d0ca15d4001ff37b54
635682a66d6572002a62562d,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Mon Oct 24 2022 13:18:46 GMT+0100 (Central European Standard Time),Mon Oct 24 2022 13:19:08 GMT+0100 (Central European Standard Time),63456db71c2eae001f186479
63546c3efeb171002b10c28d,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Sat Oct 22 2022 23:18:38 GMT+0100 (Central European Standard Time),Sat Oct 22 2022 23:19:26 GMT+0100 (Central European Standard Time),6318c1206b4305002a2b8dbb
634d97cd195edb002ad07f51,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","true ","aucune ",Mon Oct 17 2022 18:58:37 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 18:58:51 GMT+0100 (Central European Standard Time),62092b0169ce2d0020d1083b
63a2a535de542a001ec6f14e,"Homme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","locataire ","true ","aucune ",Wed Dec 21 2022 07:18:29 GMT+0100 (Central European Standard Time),Wed Dec 21 2022 07:19:33 GMT+0100 (Central European Standard Time),63a1f009980216001f052ee6
634c8d78051a14002a69da2f,"Homme ","entre 1200 et 1800 dtn par mois ","un climatiseur ","propiétaire ","true ","aucune ",Mon Oct 17 2022 00:02:16 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 00:03:22 GMT+0100 (Central European Standard Time),629d21bada298a002a126de2
63629fb1715f58002a8ca83e,"Homme ","inferieur à 400 dtn par mois ","un chauffage central ","locataire ","false ","aucune ",Wed Nov 02 2022 17:49:53 GMT+0100 (Central European Standard Time),Wed Nov 02 2022 17:51:18 GMT+0100 (Central European Standard Time),6283780d9d6323002b8e4333
63a5963bd3648d002af66f43,"Femme ","entre 650 et 1200 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Fri Dec 23 2022 12:51:23 GMT+0100 (Central European Standard Time),Fri Dec 23 2022 12:51:46 GMT+0100 (Central European Standard Time),621220184413240020f2cfc4
634d4b1ec1caa5002b98b4d5,"Homme ","entre 1200 et 1800 dtn par mois ","un climatiseur ","locataire ","false ","2 ",Mon Oct 17 2022 13:31:26 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 13:32:04 GMT+0100 (Central European Standard Time),62989044579399002a362e71
636be3b73e3f42002bf1c924,"Femme ","inferieur à 400 dtn par mois ","aucun ","locataire ","true ","1 ",Wed Nov 09 2022 18:30:31 GMT+0100 (Central European Standard Time),Wed Nov 09 2022 18:31:15 GMT+0100 (Central European Standard Time),636be12c715f58002ad9f822
635807748f1b81002a063a07,"Femme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","plus que 2 ",Tue Oct 25 2022 16:57:40 GMT+0100 (Central European Standard Time),Tue Oct 25 2022 16:58:15 GMT+0100 (Central European Standard Time),635806cfce044a002b62cf3f
6370cb35cc04ac002a38f07a,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","true ","aucune ",Sun Nov 13 2022 11:47:17 GMT+0100 (Central European Standard Time),Sun Nov 13 2022 11:48:40 GMT+0100 (Central European Standard Time),636be79b966fa6002acd8013
634cff04df5acd002af533ec,"Homme ","plus der 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","1 ",Mon Oct 17 2022 08:06:44 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 08:06:58 GMT+0100 (Central European Standard Time),623a625d894639002ae49894
634d0a3b427992002a588fa0,"Homme ","entre 650 et 1200 dtn par mois ","un congélateur hors celui du réfrigérateur ","locataire ","true ","aucune ",Mon Oct 17 2022 08:54:35 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 09:21:53 GMT+0100 (Central European Standard Time),6214b245a2acb3001fb0f104
635fb4da9ccf6f002b1a22e4,"Homme ","entre 650 et 1200 dtn par mois ","un chauffage central ","propiétaire ","true ","aucune ",Mon Oct 31 2022 12:43:22 GMT+0100 (Central European Standard Time),Mon Oct 31 2022 12:44:00 GMT+0100 (Central European Standard Time),635fa054383242002b7b9f31
634d84de117758002acaf30c,"Femme ","plus der 5000 dtn par mois ","un lave vaisselle ","propiétaire ","false ","aucune ",Mon Oct 17 2022 17:37:50 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 17:38:27 GMT+0100 (Central European Standard Time),62134872a2acb3001fb05a85
63658fcd715f58002aa8c3a9,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","true ","aucune ",Fri Nov 04 2022 23:18:53 GMT+0100 (Central European Standard Time),Fri Nov 04 2022 23:19:06 GMT+0100 (Central European Standard Time),63658f70966fa6002a9c3ffe
637b7733b237d7001ff6e4ee,"Femme ","entre 3000 et 5000 dtn par mois ","un lave vaisselle ","locataire ","true ","1 ",Mon Nov 21 2022 14:03:47 GMT+0100 (Central European Standard Time),Mon Nov 21 2022 14:04:13 GMT+0100 (Central European Standard Time),620ce0d7ee2cf2002bee73b4
6370f3cfcc04ac002a39c928,"Femme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Sun Nov 13 2022 14:40:31 GMT+0100 (Central European Standard Time),Sun Nov 13 2022 14:41:03 GMT+0100 (Central European Standard Time),6370f2d46e4427002b6db0de
635055b2117758002ae1771c,"Homme ","entre 1000 et 1800 dtn par mois ","un chauffage central ","propiétaire ","false ","aucune ",Wed Oct 19 2022 20:53:22 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 20:54:34 GMT+0100 (Central European Standard Time),623f4a33af93ec0020cfbe6a
637baf4c0fea6c001f415f2a,"Femme ","entre 650 et 1200 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Mon Nov 21 2022 18:03:08 GMT+0100 (Central European Standard Time),Mon Nov 21 2022 18:04:00 GMT+0100 (Central European Standard Time),620aacaaca15d4001ff5f060
634d430e051a14002a6f2d9b,"Homme ","plus der 5000 dtn par mois ","un sèche linge ","locataire ","true ","2 ",Mon Oct 17 2022 12:57:02 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 12:57:28 GMT+0100 (Central European Standard Time),62b98cd2da3dfd0020b1e601
637df00d0cc5f6001f9105ce,"Homme ","entre 650 et 1200 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Wed Nov 23 2022 11:03:57 GMT+0100 (Central European Standard Time),Wed Nov 23 2022 11:04:29 GMT+0100 (Central European Standard Time),636b8ec2383242002be30624
639e2c6aaa98fa002a4af5b5,"Homme ","entre 3000 et 5000 dtn par mois ","un chauffage central ","propiétaire ","false ","aucune ",Sat Dec 17 2022 21:54:02 GMT+0100 (Central European Standard Time),Sat Dec 17 2022 21:54:45 GMT+0100 (Central European Standard Time),638bf7e64bad50001fc76334
634febbeeec4a5002a679ff5,"Homme ","entre 1000 et 1800 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Wed Oct 19 2022 13:21:18 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 13:21:56 GMT+0100 (Central European Standard Time),6217e04a619553001f5a17ae
636d36dacb720d002ac60fca,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","1 ",Thu Nov 10 2022 18:37:30 GMT+0100 (Central European Standard Time),Thu Nov 10 2022 18:37:48 GMT+0100 (Central European Standard Time),62bc9eea20b51c002078a153
634dc0a2195edb002ad24fc0,"Homme ","plus der 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","plus que 2 ",Mon Oct 17 2022 21:52:50 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 21:53:25 GMT+0100 (Central European Standard Time),634c11d3c1caa5002b8e8cbc
6357a7aef34bf0002ace6144,"Homme ","plus der 5000 dtn par mois ","un sèche linge ","locataire ","true ","aucune ",Tue Oct 25 2022 10:09:02 GMT+0100 (Central European Standard Time),Tue Oct 25 2022 10:09:26 GMT+0100 (Central European Standard Time),6357a6a4989a4b002a575784
634d7a06fd637f0029a6e0b4,"Femme ",-,-,-,"false ",-,Mon Oct 17 2022 16:51:34 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 16:51:53 GMT+0100 (Central European Standard Time),6238e4b26d818c001e377406
639ddf8db8997e002a4db954,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","1 ",Sat Dec 17 2022 16:26:05 GMT+0100 (Central European Standard Time),Sat Dec 17 2022 16:26:20 GMT+0100 (Central European Standard Time),639ddf3357b1d9002ae06b7e
6383404d4bad50001fa94887,"Homme ","plus der 5000 dtn par mois ","un sèche linge ","locataire ","false ","1 ",Sun Nov 27 2022 11:47:41 GMT+0100 (Central European Standard Time),Sun Nov 27 2022 11:47:58 GMT+0100 (Central European Standard Time),63833f2d0cc5f6001fa7d207
639f45ce70c7bf002a860939,"Femme ","entre 3000 et 5000 dtn par mois ","aucun ","locataire ","false ","plus que 2 ",Sun Dec 18 2022 17:54:38 GMT+0100 (Central European Standard Time),Sun Dec 18 2022 17:54:53 GMT+0100 (Central European Standard Time),639f443f57b1d9002ae81d5d
639f1e8dd96a27002a74a708,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","false ","1 ",Sun Dec 18 2022 15:07:09 GMT+0100 (Central European Standard Time),Sun Dec 18 2022 15:07:24 GMT+0100 (Central European Standard Time),639e2e65b8997e002a50641e
63a61553fdaea7002aaf3f7f,"Homme ","inferieur à 400 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Fri Dec 23 2022 21:53:39 GMT+0100 (Central European Standard Time),Fri Dec 23 2022 21:54:13 GMT+0100 (Central European Standard Time),63a6148ebf55ec002a01262f
634cece7427992002a571281,"Homme ","inferieur à 400 dtn par mois ","un congélateur hors celui du réfrigérateur ","locataire ","true ","aucune ",Mon Oct 17 2022 06:49:27 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 06:50:45 GMT+0100 (Central European Standard Time),6206a3a9807e1a002035e0a0
63a71948e86d04002a17ed79,"Femme ","entre 1000 et 1800 dtn par mois ","un congélateur hors celui du réfrigérateur ","locataire ","false ","aucune ",Sat Dec 24 2022 16:22:48 GMT+0100 (Central European Standard Time),Sat Dec 24 2022 16:23:35 GMT+0100 (Central European Standard Time),6287e305e20746002a7d2469
63996c2daa98fa002a2957fc,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","2 ",Wed Dec 14 2022 07:24:45 GMT+0100 (Central European Standard Time),Thu Dec 15 2022 07:38:57 GMT+0100 (Central European Standard Time),62137b8fbdc1d6001eddd20e
6355356f6d6572002a5abda5,"Homme ","entre 400 et 650 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Sun Oct 23 2022 13:37:03 GMT+0100 (Central European Standard Time),Sun Oct 23 2022 13:37:56 GMT+0100 (Central European Standard Time),6277f0f6052dbe0020a20771
634d975beec4a5002a55d3e4,"Femme ","entre 1800 et 3000 dtn par mois ","une machine a laver automatique ","locataire ","false ","1 ",Mon Oct 17 2022 18:56:43 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 18:57:05 GMT+0100 (Central European Standard Time),62834b68be5df9002a6e3c6d
634dda61feb171002bdedaf0,"Homme ","entre 400 et 650 dtn par mois ","aucun ","propiétaire ","false ","2 ",Mon Oct 17 2022 23:42:41 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 23:43:30 GMT+0100 (Central European Standard Time),62df33f8d590dc001f02a808
6379f4768a88b8001fb85dca,"Femme ","plus der 5000 dtn par mois ",-,"locataire ","false ","aucune ",Sun Nov 20 2022 10:33:42 GMT+0100 (Central European Standard Time),Sun Nov 20 2022 10:33:51 GMT+0100 (Central European Standard Time),6379f3f6d0cc24001fe4d11d
639c72ffa33426002b1cb461,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Fri Dec 16 2022 14:30:39 GMT+0100 (Central European Standard Time),Fri Dec 16 2022 14:30:53 GMT+0100 (Central European Standard Time),639b767770c7bf002a6ed6a3
63a16e3570c7bf002a90b935,"Femme ","entre 1200 et 1800 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","1 ",Tue Dec 20 2022 09:11:34 GMT+0100 (Central European Standard Time),Tue Dec 20 2022 09:12:53 GMT+0100 (Central European Standard Time),62d6957378f2ce001e20a907
